time,obs_value,Sex,Economic activity (Aggregate),Economic activity (Broad sector),Economic activity (ISIC-Rev.3.1),Currency
2008,8.583, Male,,, M. Education, Local currency
2008,7.737, Male,,, N. Health and social work, Local currency
2008,5.681, Male,,," O. Other community, social and personal service activities", Local currency
2008,3.853, Male,,, P. Activities of private households as employers and undifferentiated production activities of private households, Local currency
2008,13.414, Male,,, Q. Extraterritorial organizations and bodies, Local currency
2008,9.008, Male,,, X. Not elsewhere classified, Local currency
2008,6.515, Female,,, Total, Local currency
2008,4.739, Female,,," A. Agriculture, hunting and forestry", Local currency
2008,4.684, Female,,, B. Fishing, Local currency
2008,11.658, Female,,, C. Mining and quarrying, Local currency
2008,5.991, Female,,, D. Manufacturing, Local currency
2008,8.391, Female,,," E. Electricity, gas and water supply", Local currency
2008,8.19, Female,,, F. Construction, Local currency
2008,5.419, Female,,," G. Wholesale and retail trade; repair of motor vehicles, motorcycles and personal and household goods", Local currency
2008,4.421, Female,,, H. Hotels and restaurants, Local currency
2008,6.897, Female,,," I. Transport, storage and communications", Local currency
2008,8.561, Female,,, J. Financial intermediation, Local currency
2008,6.453, Female,,," K. Real estate, renting and business activities", Local currency
2008,7.205, Female,,, L. Public administration and defence; compulsory social security, Local currency
2008,8.328, Female,,, M. Education, Local currency
2008,6.554, Female,,, N. Health and social work, Local currency
2008,5.388, Female,,," O. Other community, social and personal service activities", Local currency
2008,3.414, Female,,, P. Activities of private households as employers and undifferentiated production activities of private households, Local currency
2008,6.522, Female,,, X. Not elsewhere classified, Local currency
2007,4865.974, Total,, Total,, Local currency
2007,2866.344, Total,, Agriculture,, Local currency
2007,5162.929, Total,, Industry,, Local currency
2007,4950.638, Total,, Services,, Local currency
2007,4760.5, Total,, Not classified,, Local currency
2007,4836.692, Male,, Total,, Local currency
2007,2853.729, Male,, Agriculture,, Local currency
2007,5199.044, Male,, Industry,, Local currency
2007,4981.37, Male,, Services,, Local currency
2007,4674.803, Male,, Not classified,, Local currency
2007,4910.972, Female,, Total,, Local currency
2007,3068.2, Female,, Agriculture,, Local currency
2007,4996.696, Female,, Industry,, Local currency
2007,4920.67, Female,, Services,, Local currency
2007,4884.6, Female,, Not classified,, Local currency
2007,4865.974, Total, Total,,, Local currency
2007,2866.344, Total, Agriculture,,, Local currency
2007,4615.247, Total, Manufacturing,,, Local currency
2007,5311.786, Total, Construction,,, Local currency
2007,8214.765, Total," Mining and quarrying; Electricity, gas and water supply",,, Local currency
2007,4440.833, Total," Trade, Transportation, Accommodation and Food, and Business and Administrative Services",,, Local currency
2007,5326.856, Total," Public Administration, Community, Social and other Services and Activities",,, Local currency
2007,4760.5, Total, Not classified,,, Local currency
2007,4836.692, Male, Total,,, Local currency
2007,2853.729, Male, Agriculture,,, Local currency
2007,4698.102, Male, Manufacturing,,, Local currency
2007,5248.56, Male, Construction,,, Local currency
2007,8053.437, Male," Mining and quarrying; Electricity, gas and water supply",,, Local currency
2007,4494.523, Male," Trade, Transportation, Accommodation and Food, and Business and Administrative Services",,, Local currency
2007,5557.088, Male," Public Administration, Community, Social and other Services and Activities",,, Local currency
2007,4674.803, Male, Not classified,,, Local currency
2007,4910.972, Female, Total,,, Local currency
2007,3068.2, Female, Agriculture,,, Local currency
2007,4380.911, Female, Manufacturing,,, Local currency
2007,6295.403, Female, Construction,,, Local currency
2007,8925.932, Female," Mining and quarrying; Electricity, gas and water supply",,, Local currency
2007,4349.422, Female," Trade, Transportation, Accommodation and Food, and Business and Administrative Services",,, Local currency
2007,5177.706, Female," Public Administration, Community, Social and other Services and Activities",,, Local currency
2007,4884.6, Female, Not classified,,, Local currency
2007,4865.974, Total,,, Total, Local currency
2007,2847.105, Total,,," A. Agriculture, hunting and forestry", Local currency
2007,3475.453, Total,,, B. Fishing, Local currency
2007,8894.211, Total,,, C. Mining and quarrying, Local currency
2007,4615.247, Total,,, D. Manufacturing, Local currency
2007,7071.958, Total,,," E. Electricity, gas and water supply", Local currency
2007,5311.786, Total,,, F. Construction, Local currency
2007,4151.398, Total,,," G. Wholesale and retail trade; repair of motor vehicles, motorcycles and personal and household goods", Local currency
2007,3523.475, Total,,, H. Hotels and restaurants, Local currency
2007,4916.762, Total,,," I. Transport, storage and communications", Local currency
2007,6713.09, Total,,, J. Financial intermediation, Local currency
2007,4602.218, Total,,," K. Real estate, renting and business activities", Local currency
2007,5788.662, Total,,, L. Public administration and defence; compulsory social security, Local currency
2007,6347.026, Total,,, M. Education, Local currency
2007,5329.654, Total,,, N. Health and social work, Local currency
2007,4289.427, Total,,," O. Other community, social and personal service activities", Local currency
2007,2553.493, Total,,, P. Activities of private households as employers and undifferentiated production activities of private households, Local currency
2007,7560.859, Total,,, Q. Extraterritorial organizations and bodies, Local currency
2007,4760.5, Total,,, X. Not elsewhere classified, Local currency
2007,4836.692, Male,,, Total, Local currency
2007,2837.93, Male,,," A. Agriculture, hunting and forestry", Local currency
2007,3350.924, Male,,, B. Fishing, Local currency
2007,8606.856, Male,,, C. Mining and quarrying, Local currency
2007,4698.102, Male,,, D. Manufacturing, Local currency
2007,7067.376, Male,,," E. Electricity, gas and water supply", Local currency
2007,5248.56, Male,,, F. Construction, Local currency
2007,4227.727, Male,,," G. Wholesale and retail trade; repair of motor vehicles, motorcycles and personal and household goods", Local currency
2007,3818.817, Male,,, H. Hotels and restaurants, Local currency
2007,4848.378, Male,,," I. Transport, storage and communications", Local currency
2007,6866.285, Male,,, J. Financial intermediation, Local currency
2007,4388.707, Male,,," K. Real estate, renting and business activities", Local currency
2007,5881.578, Male,,, L. Public administration and defence; compulsory social security, Local currency
2007,6392.042, Male,,, M. Education, Local currency
2007,5917.093, Male,,, N. Health and social work, Local currency
2007,4458.877, Male,,," O. Other community, social and personal service activities", Local currency
2007,3098.292, Male,,, P. Activities of private households as employers and undifferentiated production activities of private households, Local currency
2007,7432.726, Male,,, Q. Extraterritorial organizations and bodies, Local currency
2007,4674.803, Male,,, X. Not elsewhere classified, Local currency
2007,4910.972, Female,,, Total, Local currency
2007,2993.46, Female,,," A. Agriculture, hunting and forestry", Local currency
2007,5687.941, Female,,, B. Fishing, Local currency
2007,10322.215, Female,,, C. Mining and quarrying, Local currency
2007,4380.911, Female,,, D. Manufacturing, Local currency
2007,7088.772, Female,,," E. Electricity, gas and water supply", Local currency
2007,6295.403, Female,,, F. Construction, Local currency
2007,4035.195, Female,,," G. Wholesale and retail trade; repair of motor vehicles, motorcycles and personal and household goods", Local currency
2007,3285.987, Female,,, H. Hotels and restaurants, Local currency
2007,5206.574, Female,,," I. Transport, storage and communications", Local currency
2007,6580.423, Female,,, J. Financial intermediation, Local currency
2007,5131.359, Female,,," K. Real estate, renting and business activities", Local currency
2007,5667.534, Female,,, L. Public administration and defence; compulsory social security, Local currency
2007,6331.028, Female,,, M. Education, Local currency
2007,5151.525, Female,,, N. Health and social work, Local currency
2007,4009.548, Female,,," O. Other community, social and personal service activities", Local currency
2007,2504.629, Female,,, P. Activities of private households as employers and undifferentiated production activities of private households, Local currency
2007,4884.6, Female,,, X. Not elsewhere classified, Local currency
2006,3699.164, Total,, Total,, Local currency
2006,2123.303, Total,, Agriculture,, Local currency
2006,3943.873, Total,, Industry,, Local currency
2006,3775.441, Total,, Services,, Local currency
2006,3759.93, Total,, Not classified,, Local currency
2006,3667.856, Male,, Total,, Local currency
2006,2119.149, Male,, Agriculture,, Local currency
2006,3974.111, Male,, Industry,, Local currency
2006,3788.159, Male,, Services,, Local currency
2006,3867.423, Male,, Not classified,, Local currency
2006,3748.609, Female,, Total,, Local currency
2006,2188.087, Female,, Agriculture,, Local currency
2006,3798.43, Female,, Industry,, Local currency
2006,3762.764, Female,, Services,, Local currency
2006,3585.374, Female,, Not classified,, Local currency
2006,3699.164, Total, Total,,, Local currency
2006,2123.303, Total, Agriculture,,, Local currency
2006,3495.257, Total, Manufacturing,,, Local currency
2006,4182.245, Total, Construction,,, Local currency
2006,6196.356, Total," Mining and quarrying; Electricity, gas and water supply",,, Local currency
2006,3329.554, Total," Trade, Transportation, Accommodation and Food, and Business and Administrative Services",,, Local currency
2006,4098.41, Total," Public Administration, Community, Social and other Services and Activities",,, Local currency
2006,3759.93, Total, Not classified,,, Local currency
2006,3667.856, Male, Total,,, Local currency
2006,2119.149, Male, Agriculture,,, Local currency
2006,3526.039, Male, Manufacturing,,, Local currency
2006,4149.2, Male, Construction,,, Local currency
2006,6139.868, Male," Mining and quarrying; Electricity, gas and water supply",,, Local currency
2006,3318.817, Male," Trade, Transportation, Accommodation and Food, and Business and Administrative Services",,, Local currency
2006,4331.949, Male," Public Administration, Community, Social and other Services and Activities",,, Local currency
2006,3867.423, Male, Not classified,,, Local currency
2006,3748.609, Female, Total,,, Local currency
2006,2188.087, Female, Agriculture,,, Local currency
2006,3400.413, Female, Manufacturing,,, Local currency
2006,4711.129, Female, Construction,,, Local currency
2006,6451.891, Female," Mining and quarrying; Electricity, gas and water supply",,, Local currency
2006,3348.464, Female," Trade, Transportation, Accommodation and Food, and Business and Administrative Services",,, Local currency
2006,3943.519, Female," Public Administration, Community, Social and other Services and Activities",,, Local currency
2006,3585.374, Female, Not classified,,, Local currency
2006,3699.164, Total,,, Total, Local currency
2006,2105.132, Total,,," A. Agriculture, hunting and forestry", Local currency
2006,2735.888, Total,,, B. Fishing, Local currency
2006,7160.268, Total,,, C. Mining and quarrying, Local currency
2006,3495.257, Total,,, D. Manufacturing, Local currency
2006,4999.743, Total,,," E. Electricity, gas and water supply", Local currency
2006,4182.245, Total,,, F. Construction, Local currency
2006,3087.967, Total,,," G. Wholesale and retail trade; repair of motor vehicles, motorcycles and personal and household goods", Local currency
2006,2629.334, Total,,, H. Hotels and restaurants, Local currency
2006,3815.833, Total,,," I. Transport, storage and communications", Local currency
2006,5604.946, Total,,, J. Financial intermediation, Local currency
2006,3296.103, Total,,," K. Real estate, renting and business activities", Local currency
2006,4621.74, Total,,, L. Public administration and defence; compulsory social security, Local currency
2006,5061.652, Total,,, M. Education, Local currency
2006,4033.995, Total,,, N. Health and social work, Local currency
2006,3097.062, Total,,," O. Other community, social and personal service activities", Local currency
2006,1866.399, Total,,, P. Activities of private households as employers and undifferentiated production activities of private households, Local currency
2006,6251.879, Total,,, Q. Extraterritorial organizations and bodies, Local currency
2006,3759.93, Total,,, X. Not elsewhere classified, Local currency
2006,3667.856, Male,,, Total, Local currency
2006,2102.671, Male,,," A. Agriculture, hunting and forestry", Local currency
2006,2695.664, Male,,, B. Fishing, Local currency
2006,6887.547, Male,,, C. Mining and quarrying, Local currency
2006,3526.039, Male,,, D. Manufacturing, Local currency
2006,5165.486, Male,,," E. Electricity, gas and water supply", Local currency
2006,4149.2, Male,,, F. Construction, Local currency
2006,3049.347, Male,,," G. Wholesale and retail trade; repair of motor vehicles, motorcycles and personal and household goods", Local currency
2006,2939.495, Male,,, H. Hotels and restaurants, Local currency
2006,3735.626, Male,,," I. Transport, storage and communications", Local currency
2006,5291.262, Male,,, J. Financial intermediation, Local currency
2006,3191.427, Male,,," K. Real estate, renting and business activities", Local currency
2006,4660.778, Male,,, L. Public administration and defence; compulsory social security, Local currency
2006,5366.549, Male,,, M. Education, Local currency
2006,4469.722, Male,,, N. Health and social work, Local currency
2006,3217.346, Male,,," O. Other community, social and personal service activities", Local currency
2006,2253.138, Male,,, P. Activities of private households as employers and undifferentiated production activities of private households, Local currency
2006,6846.308, Male,,, Q. Extraterritorial organizations and bodies, Local currency
2006,3867.423, Male,,, X. Not elsewhere classified, Local currency
2006,3748.609, Female,,, Total, Local currency
2006,2144.19, Female,,," A. Agriculture, hunting and forestry", Local currency
2006,3125.61, Female,,, B. Fishing, Local currency
2006,8557.238, Female,,, C. Mining and quarrying, Local currency
2006,3400.413, Female,,, D. Manufacturing, Local currency
2006,4349.054, Female,,," E. Electricity, gas and water supply", Local currency
2006,4711.129, Female,,, F. Construction, Local currency
2006,3149.798, Female,,," G. Wholesale and retail trade; repair of motor vehicles, motorcycles and personal and household goods", Local currency
2006,2384.451, Female,,, H. Hotels and restaurants, Local currency
2006,4172.96, Female,,," I. Transport, storage and communications", Local currency
2006,5854.204, Female,,, J. Financial intermediation, Local currency
2006,3566.968, Female,,," K. Real estate, renting and business activities", Local currency
2006,4570.778, Female,,, L. Public administration and defence; compulsory social security, Local currency
2006,4947.698, Female,,, M. Education, Local currency
2006,3897.644, Female,,, N. Health and social work, Local currency
2006,2893.752, Female,,," O. Other community, social and personal service activities", Local currency
2006,1833.463, Female,,, P. Activities of private households as employers and undifferentiated production activities of private households, Local currency
2006,3585.374, Female,,, X. Not elsewhere classified, Local currency
2005,2845.065, Total,, Total,, Local currency
2005,1562.715, Total,, Agriculture,, Local currency
2005,3082.323, Total,, Industry,, Local currency
2005,2911.243, Total,, Services,, Local currency
2005,2806.975, Total,, Not classified,, Local currency
2005,2799.454, Male,, Total,, Local currency
2005,1557.008, Male,, Agriculture,, Local currency
2005,3118.956, Male,, Industry,, Local currency
2005,2891.07, Male,, Services,, Local currency
2005,2736.239, Male,, Not classified,, Local currency
2005,2916.246, Female,, Total,, Local currency
2005,1664.308, Female,, Agriculture,, Local currency
2005,2913.309, Female,, Industry,, Local currency
2005,2931.511, Female,, Services,, Local currency
2005,2935.83, Female,, Not classified,, Local currency
2005,2845.065, Total, Total,,, Local currency
2005,1562.715, Total, Agriculture,,, Local currency
2005,2666.083, Total, Manufacturing,,, Local currency
2005,3431.525, Total, Construction,,, Local currency
2005,4613.153, Total," Mining and quarrying; Electricity, gas and water supply",,, Local currency
2005,2553.205, Total," Trade, Transportation, Accommodation and Food, and Business and Administrative Services",,, Local currency
2005,3174.58, Total," Public Administration, Community, Social and other Services and Activities",,, Local currency
2005,2806.975, Total, Not classified,,, Local currency
2005,2799.454, Male, Total,,, Local currency
2005,1557.008, Male, Agriculture,,, Local currency
2005,2745.17, Male, Manufacturing,,, Local currency
2005,3353.449, Male, Construction,,, Local currency
2005,4493.461, Male," Mining and quarrying; Electricity, gas and water supply",,, Local currency
2005,2543.262, Male," Trade, Transportation, Accommodation and Food, and Business and Administrative Services",,, Local currency
2005,3299.098, Male," Public Administration, Community, Social and other Services and Activities",,, Local currency
2005,2736.239, Male, Not classified,,, Local currency
2005,2916.246, Female, Total,,, Local currency
2005,1664.308, Female, Agriculture,,, Local currency
2005,2422.089, Female, Manufacturing,,, Local currency
2005,4697.761, Female, Construction,,, Local currency
2005,5101.234, Female," Mining and quarrying; Electricity, gas and water supply",,, Local currency
2005,2570.762, Female," Trade, Transportation, Accommodation and Food, and Business and Administrative Services",,, Local currency
2005,3091.479, Female," Public Administration, Community, Social and other Services and Activities",,, Local currency
2005,2935.83, Female, Not classified,,, Local currency
2005,2845.065, Total,,, Total, Local currency
2005,1550.425, Total,,," A. Agriculture, hunting and forestry", Local currency
2005,1882.404, Total,,, B. Fishing, Local currency
2005,5519.656, Total,,, C. Mining and quarrying, Local currency
2005,2666.083, Total,,, D. Manufacturing, Local currency
2005,3674.705, Total,,," E. Electricity, gas and water supply", Local currency
2005,3431.525, Total,,, F. Construction, Local currency
2005,2366.237, Total,,," G. Wholesale and retail trade; repair of motor vehicles, motorcycles and personal and household goods", Local currency
2005,2000.622, Total,,, H. Hotels and restaurants, Local currency
2005,2882.982, Total,,," I. Transport, storage and communications", Local currency
2005,4435.004, Total,,, J. Financial intermediation, Local currency
2005,2604.672, Total,,," K. Real estate, renting and business activities", Local currency
2005,3638.06, Total,,, L. Public administration and defence; compulsory social security, Local currency
2005,3951.394, Total,,, M. Education, Local currency
2005,3332.604, Total,,, N. Health and social work, Local currency
2005,2411.149, Total,,," O. Other community, social and personal service activities", Local currency
2005,1336.589, Total,,, P. Activities of private households as employers and undifferentiated production activities of private households, Local currency
2005,5796.837, Total,,, Q. Extraterritorial organizations and bodies, Local currency
2005,2806.975, Total,,, X. Not elsewhere classified, Local currency
2005,2799.454, Male,,, Total, Local currency
2005,1546.312, Male,,," A. Agriculture, hunting and forestry", Local currency
2005,1848.289, Male,,, B. Fishing, Local currency
2005,5286.345, Male,,, C. Mining and quarrying, Local currency
2005,2745.17, Male,,, D. Manufacturing, Local currency
2005,3635.301, Male,,," E. Electricity, gas and water supply", Local currency
2005,3353.449, Male,,, F. Construction, Local currency
2005,2330.459, Male,,," G. Wholesale and retail trade; repair of motor vehicles, motorcycles and personal and household goods", Local currency
2005,2175.565, Male,,, H. Hotels and restaurants, Local currency
2005,2787.299, Male,,," I. Transport, storage and communications", Local currency
2005,4548.088, Male,,, J. Financial intermediation, Local currency
2005,2543.72, Male,,," K. Real estate, renting and business activities", Local currency
2005,3578.099, Male,,, L. Public administration and defence; compulsory social security, Local currency
2005,4191.255, Male,,, M. Education, Local currency
2005,3514.823, Male,,, N. Health and social work, Local currency
2005,2468.486, Male,,," O. Other community, social and personal service activities", Local currency
2005,1486.118, Male,,, P. Activities of private households as employers and undifferentiated production activities of private households, Local currency
2005,5952.259, Male,,, Q. Extraterritorial organizations and bodies, Local currency
2005,2736.239, Male,,, X. Not elsewhere classified, Local currency
2005,2916.246, Female,,, Total, Local currency
2005,1626.002, Female,,," A. Agriculture, hunting and forestry", Local currency
2005,2210.81, Female,,, B. Fishing, Local currency
2005,6586.885, Female,,, C. Mining and quarrying, Local currency
2005,2422.089, Female,,, D. Manufacturing, Local currency
2005,3818.496, Female,,," E. Electricity, gas and water supply", Local currency
2005,4697.761, Female,,, F. Construction, Local currency
2005,2420.981, Female,,," G. Wholesale and retail trade; repair of motor vehicles, motorcycles and personal and household goods", Local currency
2005,1818.895, Female,,, H. Hotels and restaurants, Local currency
2005,3228.603, Female,,," I. Transport, storage and communications", Local currency
2005,4330.562, Female,,, J. Financial intermediation, Local currency
2005,2759.976, Female,,," K. Real estate, renting and business activities", Local currency
2005,3721.517, Female,,, L. Public administration and defence; compulsory social security, Local currency
2005,3862.109, Female,,, M. Education, Local currency
2005,3273.242, Female,,, N. Health and social work, Local currency
2005,2303.436, Female,,," O. Other community, social and personal service activities", Local currency
2005,1323.162, Female,,, P. Activities of private households as employers and undifferentiated production activities of private households, Local currency
2005,2935.83, Female,,, X. Not elsewhere classified, Local currency
